homoSapienGeneId	Human_Brain1	Human_Brain2	Human_Brain3	Human_Brain4	Human_Brain5	Human_Brain6	Human_Cerebellum1	Human_Cerebellum2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Bonobo_Brain_Female1	Bonobo_Brain_Female2	Bonobo_Brain_Male	Bonobo_Cerebellum_Female	Bonobo_Cerebellum_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Macaque_Brain_Female	Macaque_Brain_Male1	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male
ENSG00000168036	253128	182423	298123	179947	113697	37000	753412	736355	92391	70489	58304	201588	100668	83903	332443	307829	155715	145702	387794	350453	478939	360972	186307	300437	160574	108351	247169	183933	209402	0	301675	436387	259632	578381	1495408	302075	651300	285211	562418	714817	118049	446159	466790	768222	339147	373653	387251	396483	268978	227190	318068
ENSG00000147416	516896	284958	635064	229705	44371	41950	184341	432315	142523	273704	190862	339027	301720	316202	182463	366788	329470	135214	736106	240405	315207	687541	292777	213609	104100	59285	134413	41473	318739	0	504903	256164	233110	719830	1869766	363757	607191	318558	374528	462179	102954	153302	165620	377588	239014	180313	229970	371779	291679	294440	370873
ENSG00000162694	25979	20813	36878	9065	4789	759	9706	24553	8423	16665	14793	31321	20287	14881	10873	21067	10390	11084	66907	13105	23510	42325	15472	21061	12697	2783	7246	5204	9574	0	10601	14016	9396	86134	227756	42831	145590	58627	89787	25661	5165	6259	8776	153924	76727	75075	57908	1582	1199	1919	3048
ENSG00000143036	1659	6495	4833	522	1288	151	6890	7821	1981	676	676	1359	1882	1213	1785	3169	1205	1583	2564	1087	935	5293	2811	23833	24927	228	2561	7036	1485	0	1501	1112	1503	76	379	0	454	302	0	379	136	124	150	2169	748	448	447	9257	7743	7014	16386
ENSG00000157330	0	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	76	0	152	0	20	75	88	76	0	0	0	0	76	0	23	0	76	0	71	228
ENSG00000004961	18881	10223	20202	7175	2649	1355	17768	23610	3945	6537	3228	6453	5554	5843	4532	13411	9271	3739	12259	3908	7213	22471	10646	12819	6402	6177	18362	5988	9872	0	13753	16228	12669	24481	54197	10704	26034	13789	15842	30542	6013	9473	10289	21240	9540	14033	15967	35653	19057	22019	21698
ENSG00000135835	14531	17374	15528	13443	14991	1336	41516	108331	4717	3442	2570	3800	3537	2998	20327	19672	1370	3106	4358	16555	21088	11780	11446	51201	16905	4816	8082	12570	6179	0	7427	11349	16223	10527	30281	4536	18193	9941	6429	2181	303	1535	868	2334	1207	2250	2047	566	434	223	853
ENSG00000115806	54970	42690	62200	49290	37814	11584	51756	110807	21366	19768	19658	31926	30224	23782	29657	53365	43498	23609	57348	39239	44520	62686	40036	50304	28847	27399	36493	25096	42021	0	52749	40800	34873	97857	284793	51666	85898	39800	61964	112344	33576	43393	44865	71517	35820	45364	55800	54389	34349	66612	74776
ENSG00000120071	42916	45719	45971	33474	39137	8163	143146	154848	31376	29088	23159	43808	37366	29075	70874	107717	27880	31543	59584	90428	111717	66190	49302	115860	54880	24145	47090	54383	35268	0	47870	64840	61786	119933	318788	62757	140179	82114	110878	76532	17445	59283	56029	9934	7101	11111	9982	39942	23926	24917	44765
ENSG00000155897	21098	12869	18564	9100	5071	3040	12819	40278	11277	6136	7428	16927	10203	14106	12280	37508	8502	18285	30490	25396	26132	61076	24855	21136	14468	5446	25788	9537	20852	0	23951	17892	24924	39996	101995	18683	74927	28411	32527	44314	6856	22566	23425	68505	24139	6133	5267	72595	65423	13623	17531
ENSG00000159346	58170	45770	60676	42825	46334	10485	70619	96116	32058	27073	26047	36942	38355	26149	34805	53811	56950	47641	78126	40152	49106	86608	50229	58884	34617	22142	44497	25332	50983	0	73139	51258	45415	80337	205356	45950	92752	56135	71961	77452	17010	31261	37647	95851	42722	53324	58350	66585	35543	44152	47058
ENSG00000154654	156614	64928	116676	35940	28794	5080	25163	25024	13681	12355	17303	67216	37559	43231	13171	39590	33905	27677	146521	18693	33094	34485	12281	5927	6937	14397	28292	4517	40293	0	67752	20163	11892	62489	170863	28486	60224	19788	30337	97147	14165	31118	21362	173888	183793	86744	49933	24114	16067	16581	18902
ENSG00000196504	31609	23606	29485	10044	13471	1882	35012	39928	5976	12509	12108	29876	21014	27157	26449	57269	16091	32067	67951	51901	54187	29526	11518	30240	23542	4303	14698	14146	11472	0	12209	24212	13997	44843	96840	17682	45006	14228	41059	44145	7577	11148	7966	21531	8932	14473	10048	41291	30230	37270	49077
ENSG00000135870	17062	21549	23193	6417	11745	1139	53205	64011	2263	833	3603	8072	6167	6152	26360	31795	3778	6485	21407	17514	43708	6370	4571	18305	5844	2524	5498	7950	5787	0	9524	22780	13294	18603	56315	6748	39511	13651	22792	53016	4985	36815	23624	10841	12307	24641	11869	39730	20199	62398	79851
ENSG00000169255	33205	23208	46222	9760	2049	2655	21801	45347	4959	12102	8761	25024	17477	7932	14338	13530	15828	15312	68547	20303	21791	30454	12703	23637	14993	9962	14952	11878	29529	0	47457	47210	28483	42896	107806	22799	27095	14499	19157	3761	459	638	770	3490	1512	938	919	2720	1610	1667	1936
ENSG00000151838	152	60	150	151	0	0	3201	6219	226	340	194	510	151	441	7025	3911	46	152	919	19973	18840	615	353	14509	18505	281	76	766	0	0	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	350	169	291	1026
ENSG00000162929	18185	14258	17357	2901	7401	453	5207	14777	6174	11663	12860	25507	20799	7505	13917	17200	4708	11405	43996	16395	28685	14526	4385	6180	5040	4253	9129	6025	5920	0	5747	7411	7776	42038	96473	20817	34822	13738	27800	76321	11543	24347	22611	27662	6162	8990	4397	14248	9386	17397	20776
ENSG00000176095	157901	128238	151052	116700	70930	28885	263829	371939	119183	91948	78123	134741	123652	92355	128848	217860	137346	100654	215601	163896	212983	173243	122068	169561	84426	15429	26059	23223	126259	0	230176	105239	120405	338803	924765	212145	400215	221606	303831	221175	44948	85626	92017	41584	18947	47456	18088	44735	34568	54934	69608
ENSG00000117758	90668	55186	86389	27701	35230	3512	30485	80986	22922	38873	37725	72831	56528	43144	36571	85979	52692	61783	143440	56952	57874	26769	9301	11638	10031	30498	59565	36200	33274	0	45869	46464	29831	118337	293157	53528	105438	38765	67430	58876	12142	18469	21967	70860	44394	95543	48256	62468	39374	46815	65177
ENSG00000153317	68621	45024	77259	27934	12204	3834	20069	34659	30575	29833	31147	91227	64353	40679	15407	49311	81768	56771	170165	22934	31837	52069	20945	16904	7943	17165	46579	11105	66178	0	94995	25304	22510	107002	258319	46629	92507	30563	47141	111536	15966	8865	7716	37606	24805	27247	16185	130958	70254	32061	46711
ENSG00000185231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
ENSG00000048740	183051	174779	256132	99477	15724	27991	96696	225946	50926	41261	45482	159467	91632	69231	43961	82731	138359	56703	295658	60506	68879	242677	127852	54556	34405	38691	60613	14937	121615	0	199156	83767	58883	322466	879157	157526	124661	49911	129110	146057	20302	29773	22954	30364	30204	19915	15853	78964	44937	35170	42075
ENSG00000155886	58946	24648	29731	44482	42839	5108	1908	28414	11321	6107	13644	55937	23695	19738	5931	17140	7905	8953	88473	2109	9571	37332	31226	3706	9517	3334	8688	2417	47951	0	69468	27665	17396	638249	1631939	332874	527616	245359	332695	118104	14573	17609	12430	10535	3251	1744	74	24888	8348	15758	26609
ENSG00000125255	0	0	0	0	0	0	0	0	59	0	76	0	76	0	0	0	0	0	0	0	0	0	76	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	76	0	0	0	0	0
ENSG00000158560	188172	109882	202284	105257	23488	20840	100736	325527	66304	65453	76193	127136	110201	85798	100222	166591	139018	27473	292259	105533	196373	185155	81116	94754	48248	118385	196932	164703	84478	0	134110	102837	85242	148790	406182	80414	212821	93912	167953	28256	11950	26131	30010	54447	51523	12132	17175	221829	143894	136152	189728
ENSG00000019144	346689	168124	126403	264792	947587	53386	122307	266749	67929	132023	118125	61054	135182	107396	152162	303010	37989	129005	91063	188887	245563	140181	135624	213213	126217	51774	69588	182848	66465	0	82893	84337	146348	174446	515672	70970	441180	143117	185277	129196	38850	81831	113552	32881	22479	15235	12059	9883	7684	4642	11338
ENSG00000136770	9111	5281	4008	2118	6589	675	5670	4374	4978	5094	2688	5547	5704	5363	4278	7191	6165	12994	12955	9264	7700	7118	3580	4625	5354	2430	7137	3864	3121	0	5025	2301	2869	9146	22727	3202	12502	4331	8609	16669	6001	3174	5399	17226	10440	9713	12508	19901	9746	16065	22155
ENSG00000163069	75070	49033	61316	25255	37467	3258	60023	99079	13331	19288	17285	30125	29845	18112	36405	38637	16069	35195	89868	52592	72477	37071	11663	28630	13463	8274	19936	15853	11954	0	21442	14113	15376	30590	83967	20691	60485	30726	38704	44761	8455	17458	9989	83367	91039	86130	88275	88828	64382	54162	61814
ENSG00000170835	828	908	226	523	1433	196	23701	7338	8766	7917	7020	7843	9515	3295	11251	11821	4672	8658	5216	37266	31353	6416	3990	18194	8720	279	674	3357	3185	0	2913	4767	3900	0	71	244	100	39	4162	82	75	76	386	407	302	76	0	0	0	0	0
ENSG00000135040	19662	12394	22010	7493	6779	1445	19748	22868	7094	8046	8480	17019	16302	12693	14703	22554	17506	15804	44222	17152	27993	25950	10969	16200	10284	8364	17737	12171	9556	0	14100	13836	10140	45850	117558	26434	68453	25589	60230	64719	15403	19122	20097	19583	6091	13567	5635	21228	24084	18793	37086
ENSG00000094755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	75	76	0	227	393	372	302	3699	3287	549	534
ENSG00000064309	8346	8583	10082	3569	1304	1139	126354	110744	6355	6833	4046	10510	7355	8809	75092	120626	8597	11155	21069	109657	127018	5857	2339	34711	13193	1815	3327	22264	6765	0	9629	35859	29458	12565	36798	6247	26540	10555	30283	4824	877	8189	8216	13464	9368	23860	23588	13341	6672	5023	7855
ENSG00000072315	7561	2106	7735	2462	152	836	901	4457	532	373	662	2941	2073	2501	1064	3881	1582	303	8705	152	2078	6765	2428	1215	455	1086	3269	333	6582	0	10358	3411	1968	10556	39966	5741	14338	4808	10374	6814	456	0	0	10054	15915	7003	5477	9906	8911	1210	1603
ENSG00000085415	55320	32411	56411	20639	8448	3377	29033	44422	11391	13218	12308	18389	15794	16913	17606	33260	20310	10421	46932	18379	26782	22547	10228	11158	4140	20612	38221	17195	26843	0	40209	33208	21734	21344	60788	12949	27727	11228	25667	67227	13732	36645	38108	29845	20464	23098	24320	34983	23684	25760	27807
ENSG00000197329	19792	17044	16429	10852	12892	1363	47098	45328	4199	5295	5693	8896	7041	6340	16793	27628	10229	14541	21923	29268	26279	18390	7271	17768	14970	4082	8387	5513	11364	0	16826	20168	12699	47089	131273	25553	39565	18350	34034	69516	10080	14030	16560	20373	10287	16442	13109	54607	42341	26640	35997
ENSG00000137825	114051	41183	58243	62301	1661	20648	25740	33738	85216	59703	43802	69478	52092	27276	13679	15048	142794	89338	97542	12379	12921	41422	29498	5252	2210	61167	61246	15244	42553	0	93032	5842	13838	144193	489919	70862	54147	18429	43614	153563	51730	29683	33025	7621	33176	5073	4758	54143	27081	22006	22378
ENSG00000133641	17940	14923	23805	6523	3670	757	14532	19923	2947	6918	5741	12664	10499	8322	5304	11165	5471	8267	30397	8380	9907	7813	3527	7222	1667	2990	8277	5277	4449	0	6442	14414	5981	14515	29539	6439	15349	5928	14437	19149	3371	8141	7002	197322	61054	80121	65877	11780	8114	9143	14453
ENSG00000167123	532725	278770	256278	512846	3018172	86007	14326	157109	9960	47922	34047	8888	39775	10584	7119	17208	2049	13055	9642	16867	13853	10711	9075	6207	9409	35383	4347	7007	16928	0	34493	6619	22658	10431	29405	3962	25371	9089	9002	24588	6498	5217	6844	8264	8491	11576	15864	0	0	0	0
ENSG00000149972	8599	3533	9154	2116	0	449	532	925	2311	899	910	6601	2639	3186	76	452	3401	1043	13253	151	452	4129	1726	0	0	1123	1807	172	4008	0	7481	75	346	7180	20412	3017	4259	1283	1483	15007	1656	2235	1867	203021	92031	58801	28468	21269	13668	13070	14319
ENSG00000161526	69696	35381	40936	32784	55724	7163	49558	88798	37730	36798	30015	37893	38950	28891	51308	57872	53529	55024	58459	74862	75652	42050	21676	35341	28297	16768	41441	20033	21896	0	37524	26478	33546	52300	146293	32217	66699	34445	53301	30908	9038	18280	19914	44419	27964	50174	40040	17818	11725	16691	16873
ENSG00000073614	32222	22008	21135	12409	18884	1283	49372	64948	12670	8449	8920	15791	14215	16601	29945	63225	12425	21355	44034	25867	56074	21168	8801	20778	10930	8488	16440	16903	9531	0	16505	17282	12675	60680	161914	31166	76653	27372	60942	38116	6081	26263	19409	33717	34377	48930	46440	31282	19414	35611	37286
ENSG00000102901	42702	31905	27490	28538	37424	6511	105849	159823	3259	2983	2006	4232	4246	3744	11705	11405	7499	5762	1992	18288	15056	5144	6286	16535	8385	5237	9114	11029	1197	0	6572	1597	2048	13008	38621	14564	14543	11319	19456	525	304	39	185	3718	3824	6663	6978	1183	911	1061	1201
ENSG00000152270	5144	6746	6596	2505	982	379	24313	37282	912	616	1675	1928	1700	1767	14486	14757	3211	4390	8407	21667	34531	5805	2415	41176	15406	1969	6883	26916	2809	0	3113	33923	19999	16821	33959	7997	33484	9806	41872	1131	75	228	0	1441	605	1094	0	6898	5054	10563	13443
ENSG00000100784	19199	8172	10650	6335	8354	962	13708	35973	1672	5205	3568	6308	6719	9732	14394	36695	3181	5749	21819	19500	28789	8418	4902	17750	9056	3255	6313	8959	7370	0	9159	29656	15551	24441	62031	16985	47583	14573	47040	19005	1878	5068	4022	1384	1994	2958	1382	23940	16610	32821	40566
ENSG00000188986	104888	76339	79308	109682	66756	30224	152381	167178	44843	31492	29853	33251	41700	36442	39464	44617	46869	51898	59594	39910	44669	100762	79308	85238	43057	39759	80719	35817	31522	0	70957	24081	38246	61660	165534	43979	99111	43019	77308	41781	10276	14671	15044	112174	69504	79404	68553	12983	10689	12665	17927
ENSG00000103174	32946	29519	35343	41277	7992	10222	7723	18615	16586	15889	9373	13957	11457	7647	2328	9296	27713	25703	24260	5333	5319	27008	27191	5400	7734	26664	30556	8184	20707	0	17241	5465	9335	10975	34264	7415	19441	9052	13417	18839	5863	25921	27171	4480	4552	4572	5581	5723	3650	8195	9756
ENSG00000156504	43852	30638	40738	19145	15293	3106	31689	47827	4615	5081	4115	8909	5791	6063	7505	11932	8082	5456	22452	8875	12367	32594	16638	16063	11996	21178	41934	17761	6489	0	8626	5119	5039	6133	14992	3262	7637	3028	4949	27446	3477	10833	6685	19782	12680	15045	10554	85268	60152	66953	87529
ENSG00000197353	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	365	0	0	0	0	0	271	353	340	189	0	11	0	0	0	0	7	0	76	680	0	303	76	379	0	0	0	0	55	33	0	123	0	0	0	0
ENSG00000049239	28207	31923	20045	23679	50174	4932	23291	56468	4809	4022	3497	3643	4323	4570	2609	9513	1928	5098	5595	3402	4197	12854	12660	17225	5922	3975	6727	4791	8387	0	14749	12028	16274	11025	31916	6526	23930	10835	23344	9937	1154	10241	6623	886	1137	1446	1363	5818	3099	6348	8012
ENSG00000180113	3764	5010	2838	1016	3170	152	33762	15803	1986	3649	1665	3215	3255	5475	3074	38682	4214	4685	17692	33771	39868	2347	684	7808	7622	4663	10023	28719	1897	0	1161	7500	5693	1709	4932	1518	3481	1367	2063	4523	325	1646	1371	152	228	303	0	95	0	81	30
ENSG00000185163	57340	35612	43581	33599	29663	5949	72285	81828	23479	21939	21144	25821	24863	32381	29858	67347	43796	27187	31993	31931	44094	35391	26850	34891	18699	18223	24621	11190	14912	0	21993	11506	14105	24660	61500	11507	24212	10849	20136	15890	2470	9689	10632	15245	14248	20415	20701	11123	7614	15938	18404
ENSG00000065457	8366	5145	6497	6570	3035	1135	3561	8736	3841	4329	6442	8465	7744	6829	6443	10114	1817	2744	12806	3175	4666	14744	7081	6834	5167	2898	4983	2517	2074	0	3691	2955	3322	10925	30114	9244	18546	6864	22414	9668	1670	5866	5467	2545	2258	1526	3125	16099	11306	22320	27363
ENSG00000111732	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	14	0	75	0	0	0	0	0	0
ENSG00000069974	1648	2503	1516	504	813	76	3885	3927	1372	1634	1889	1746	1811	1404	5381	8116	1856	4073	5304	5476	5685	1282	452	1432	1789	758	2639	2875	1669	0	2879	5788	3776	6848	20966	4638	24357	8396	20057	4125	585	550	150	8205	6985	4372	3714	7300	5415	10567	11596
ENSG00000213551	16822	16913	19288	10129	8055	2182	38921	42941	3448	3768	2498	4920	4850	4887	8064	12050	3819	5842	9589	10843	13541	28653	15173	28386	26981	4964	7893	6480	14783	0	12222	33811	19554	19735	49221	10420	30201	8133	27454	9668	3866	7598	7241	26934	14678	48613	24999	6959	5329	7592	10139
ENSG00000136152	22581	19075	21080	7462	12590	1058	18984	40207	7130	3645	4523	15747	8436	8050	18341	22680	9626	7262	29365	23616	31315	10241	4675	8557	4870	2373	4676	5323	15922	0	18891	28715	15389	44634	105553	21043	44415	19613	39610	24760	5383	8121	7381	15994	8360	11206	13281	10492	6144	11566	16092
ENSG00000205060	60342	39460	75025	32028	14459	6668	47516	137669	6435	4241	6054	15116	8886	14604	10717	30056	9520	6579	42298	8923	19525	14678	9319	9656	3461	7922	16440	10103	11985	0	23787	15610	10553	88524	244093	45523	73331	41807	51372	28390	7281	12816	13177	8912	15070	5565	9988	35772	21034	27513	34029
ENSG00000160404	8993	7636	8171	7706	7818	2958	12998	29649	13008	10665	9010	11568	10522	9775	7982	20913	16206	16750	13263	19925	17288	10015	13823	19054	12451	7769	10250	7188	13578	0	19212	10658	18002	18632	48798	8515	12994	7386	9644	14935	3797	9811	10782	5851	3767	5628	5885	0	0	0	0
ENSG00000104626	5458	3419	4698	1281	2353	76	3940	5970	674	1138	1139	1881	1952	909	2654	3417	1146	1821	6095	2942	4367	7548	4278	6709	7355	705	1654	2504	500	0	442	1100	1373	13400	29511	6289	19481	5391	15539	18041	3329	9955	8247	21285	14015	33428	31937	12311	8492	11347	11617
ENSG00000162383	421	3086	169	3329	923	151	548	2823	904	0	146	42	0	385	98	323	139	200	19	76	76	705	380	607	228	414	660	422	0	0	0	50	76	228	456	0	75	0	76	64	378	76	82	0	51	0	73	0	202	0	29
ENSG00000099810	9342	7771	8841	2884	6608	1364	3401	7876	3637	4845	5115	7075	6088	3123	1518	6652	2807	6071	16028	2461	3070	6274	2393	1006	1233	662	2524	2263	2587	0	2476	1514	1430	11181	25051	4847	13860	8633	7691	2856	769	859	1357	5565	1771	2057	1591	3547	5954	5888	13483
ENSG00000167861	112825	85565	84368	114030	208038	28403	670144	510343	81323	74929	65195	64508	73580	45939	150451	184352	111980	94196	89998	251083	216319	113878	85760	239077	128430	47461	77290	103990	75209	0	91769	93282	110913	131245	358654	67717	140718	68898	99908	152787	35272	118521	134751	105552	107150	70719	75125	132101	100836	220733	254166
ENSG00000142611	20906	20866	13772	6499	6308	3761	2351	2653	7802	1762	1941	2035	2141	8752	152	1594	1047	8850	5314	380	357	22470	10834	2126	1063	1180	7941	228	3006	0	4283	278	76	17532	54998	9402	19154	8560	13781	9335	2125	1515	759	759	1932	897	303	4954	3629	875	1925
ENSG00000156219	6475	5187	6120	1742	4401	150	13485	6921	3346	4155	2421	7616	8377	2653	3976	11120	8045	5058	20607	18743	17594	5162	2552	2082	2678	1139	2324	1793	1001	0	760	694	265	2407	8474	1194	6009	1536	2417	304	74	75	76	0	0	76	211	226	226	76	1061
ENSG00000102572	67705	55119	79843	32436	12464	5747	57168	70085	42869	55343	55187	83688	79690	62772	44437	81334	64071	71771	177446	65368	73445	82836	40018	38889	26167	19154	33437	10001	51821	0	65320	25910	27356	39139	98517	21031	48174	16052	33218	53538	16761	17767	18565	19456	6862	9023	4657	27305	20299	23757	31413
ENSG00000108306	13111	8426	13327	10675	5223	1289	20461	24867	6775	4080	5440	12866	10443	6252	12208	16201	8200	7580	26567	9049	17869	14949	7087	14397	7877	4138	7552	5601	3835	0	6459	7838	5779	87108	234133	46705	93246	38957	71718	21423	1599	7423	6542	12441	10745	13868	9644	23260	11823	21224	23403
ENSG00000111199	366	828	152	0	813	1589	1342	680	422	379	188	148	647	152	54	567	103	553	228	115	309	560	380	179	379	76	367	152	517	0	480	357	597	4056	8371	2574	12149	7384	7864	627	2701	882	112	429	203	376	227	122	0	152	303
ENSG00000127419	46028	37416	33602	67499	70196	22202	29057	142995	29236	28251	24360	19468	21670	15415	8727	39321	46434	26645	27737	32095	37908	46603	44162	51722	28268	14098	13609	6403	12182	0	23764	11354	13027	47213	139825	29261	41707	41076	32331	58671	13167	37469	34414	54448	21727	34681	26644	30123	45709	23455	55729
ENSG00000131808	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	75	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76
ENSG00000102805	11730	11821	12203	3942	11486	454	20594	18510	945	843	1519	1870	2388	1439	1468	4616	1501	3187	5271	4509	4314	9663	5023	6407	9131	1185	3074	2476	2842	0	3949	5225	4009	15225	30343	7060	22887	10081	13717	14130	3712	5344	5023	6324	3667	4591	3529	5562	3320	4905	5830
ENSG00000128607	45557	29429	46478	21368	11250	4895	76475	104281	12720	10660	12176	32038	23143	25656	45037	64152	18432	18160	81355	51784	89411	46383	20915	43633	19754	4801	16048	11955	28543	0	56623	61418	39281	144714	411909	73351	265014	101313	190050	18303	2655	7852	6663	11646	8387	14882	9190	16872	11723	15986	18775
ENSG00000133115	0	0	0	0	0	75	0	0	0	227	152	484	152	151	0	76	0	376	3833	227	528	75	76	0	0	0	0	0	0	0	0	0	0	2184	6872	75	833	607	345	23	0	0	0	1384	908	1330	1324	674	421	243	358
ENSG00000137414	52410	41370	57143	17501	16297	3117	78748	77840	14361	25204	22845	53541	42720	31761	35798	53602	22015	40312	125163	76316	77732	10743	5873	9678	3496	7789	11319	6065	10692	0	21708	10792	9603	105513	254854	39323	77981	36335	43811	12063	993	1544	1305	16388	11240	17707	9370	7681	6131	6279	6146
ENSG00000168447	0	0	0	0	0	76	1698	7582	76	76	17	0	0	76	2102	3486	0	0	150	7171	7435	76	0	2451	1271	0	0	296	76	0	152	7202	6151	152	81	0	302	151	1209	1886	374	19	379	1411	227	4248	4629	1367	2925	839	4581
ENSG00000134247	43727	21702	41405	23963	3489	5427	6597	10430	14421	24372	10925	26172	19411	22315	3720	13667	17144	38181	68220	10931	10125	55402	20946	5917	3723	30659	92359	6067	36883	0	80740	11148	11424	56488	129833	35218	43231	17597	23288	13110	2389	6193	3433	11586	14849	54136	46799	3336	1923	12035	14374
ENSG00000131871	16496	10658	15930	11388	21596	2373	12251	22616	8365	10973	9719	9906	12897	16499	15876	26508	16172	16502	19806	11266	17203	10848	4829	6684	3895	4284	12724	9825	6481	0	14625	12314	10318	22729	70434	13027	44934	18010	37692	12621	4511	5846	5495	97939	48841	57202	41404	34863	21030	19526	28084
ENSG00000108061	42499	37393	72614	11030	6208	833	24261	56294	11744	20242	20690	49909	36439	23825	27507	37289	24227	20819	127653	32021	47112	52195	19493	29892	17972	7841	19058	9607	36332	0	52887	56232	34846	63313	160224	32070	65747	26764	46115	55875	8629	9474	8958	17052	8088	6686	5663	20196	11981	11113	15816
ENSG00000164938	6001	5460	6912	2347	9867	532	3884	11263	2309	3191	5049	5149	4003	5804	4936	11966	911	8024	10754	15296	11851	7029	2888	11319	7594	77	685	824	507	0	456	2560	1559	19983	41987	9029	17453	9706	17068	6403	766	1344	1308	2746	819	2102	1550	18017	13619	26399	34182
ENSG00000113494	684	833	1139	836	0	1840	76	1290	0	0	0	151	76	0	226	835	76	76	1190	725	379	3303	1292	1139	2961	76	304	152	302	0	188	228	227	10975	27100	4622	14174	5017	4881	834	9613	1745	761	5713	1623	18565	4966	1128	770	911	1792
ENSG00000075336	23614	12338	17012	6224	8505	753	36402	22308	9111	11047	10707	13838	17743	15446	24594	33403	8665	26514	42763	33572	42638	29687	7713	22085	14642	2654	7365	5853	8532	0	9541	13035	12080	4947	16020	4221	8867	2596	8630	6291	2231	1150	1391	1260	950	1129	1860	2269	1871	2295	4034
ENSG00000176623	19061	11883	19930	4612	13587	530	5648	17043	2329	6671	5414	8529	11446	9904	4332	12718	1742	16934	26457	10295	11765	8618	8269	6034	8343	4571	8416	6868	5927	0	6749	6055	7630	8434	26468	4447	7046	3754	5115	4285	659	1032	790	92492	44854	31912	35347	1860	2168	1129	2026
ENSG00000158296	21839	25789	16323	28179	64561	4682	3979	16873	5359	13954	11177	5239	10452	4939	6831	12778	2171	15929	35505	51434	36436	31328	20190	33110	26304	1790	2196	790	14077	0	10044	9745	10111	35310	82590	17061	56193	33498	33685	28259	5610	8370	7791	39378	14715	19909	36535	152978	76993	76252	106098
ENSG00000198042	14856	6622	18439	4439	4192	302	6430	15413	3758	8290	7800	11703	10186	9309	11299	21366	7280	10203	35720	15302	16460	30741	12795	17494	11165	2967	9243	4467	11317	0	14256	14981	12926	24017	70538	11631	24760	10179	24913	6375	1268	2921	2831	45359	36494	64801	31599	12632	7539	13093	13290
ENSG00000165661	29621	16888	20126	14513	14119	3934	107308	111337	21113	20543	17836	22239	25434	18260	57631	72079	19580	17351	29987	112627	83171	8437	7497	17558	8303	3990	9696	19407	5880	0	6057	7327	7981	32859	91589	17746	26980	10198	26859	18745	2183	3168	3734	9247	3852	7843	4420	0	0	0	0
ENSG00000155906	15966	10191	19496	4980	3608	528	4992	15408	3429	5724	4571	8338	7679	4569	3356	7162	4506	5517	15530	6789	7798	10907	3140	4649	2472	6589	10321	7856	6510	0	7059	7754	5405	11453	31282	6222	15750	8443	15461	38096	10858	9912	10893	24955	14690	17719	15501	13231	8114	15541	18290
ENSG00000137824	72755	43831	57160	41140	41298	7434	73038	88158	32221	33230	28449	45017	40952	39888	43419	61523	47050	58317	78039	54320	65864	66881	35596	45676	30869	34917	83771	52511	28087	0	34962	23998	27390	45896	126154	22942	104821	38038	88539	86698	29535	110110	127987	28165	25142	20466	19480	18380	11385	17342	23612
ENSG00000171763	4930	4013	4221	2952	2955	835	11302	16341	980	1384	776	2842	2231	1899	6374	8172	2067	1697	3196	6967	9672	4500	4457	6992	4361	1335	2118	2870	2243	0	6295	5929	6373	1861	6846	1779	6759	1390	2959	31770	8403	11724	12822	11698	10320	12544	9395	1669	1484	2156	1851
