homoSapienGeneId	Human_Brain1	Human_Brain2	Human_Brain3	Human_Brain4	Human_Brain5	Human_Brain6	Human_Cerebellum1	Human_Cerebellum2	Chimpanzee_Brain_Male1	Chimpanzee_Brain_Male2	Chimpanzee_Brain_Male3	Chimpanzee_Brain_Male4	Chimpanzee_Brain_Male5	Chimpanzee_Brain_Female	Chimpanzee_Cerebellum_Male	Chimpanzee_Cerebellum_Female	Bonobo_Brain_Female1	Bonobo_Brain_Female2	Bonobo_Brain_Male	Bonobo_Cerebellum_Female	Bonobo_Cerebellum_Male	Gorilla_Brain_Female	Gorilla_Brain_Male	Gorilla_Cerebellum_Female	Gorilla_Cerebellum_Male	Orangutan_Brain_Male	Orangutan_Brain_Female	Orangutan_Cerebellum_Female	Macaque_Brain_Female	Macaque_Brain_Male1	Macaque_Brain_Male2	Macaque_Cerebellum_Female	Macaque_Cerebellum_Male	Mouse_Brain_Female	Mouse_Brain_Male1	Mouse_Brain_Male2	Mouse_Cerebellum_Female	Mouse_Cerebellum_Male1	Mouse_Cerebellum_Male2	Opossum_Brain_Female	Opossum_Brain_Male	Opossum_Cerebellum_Female	Opossum_Cerebellum_Male	Platypus_Brain_Female	Platypus_Brain_Male	Platypus_Cerebellum_Female	Platypus_Cerebellum_Male	Chicken_Brain_Female	Chicken_Brain_Male	Chicken_Cerebellum_Female	Chicken_Cerebellum_Male
ENSG00000198824	16323	11147	19507	4402	6521	683	20032	43008	5707	10556	11230	15863	15281	11544	16720	28608	11319	10025	35754	25529	33036	17171	8282	15798	9942	8859	18088	21545	20703	0	22431	39525	23614	48231	128283	28953	59276	22395	51957	67299	17614	23855	19827	30073	27161	38572	22951	63879	36437	45337	58811
ENSG00000118402	31883	19242	32321	9841	1164	1362	26732	57081	7251	17347	13500	42933	26997	13231	19896	28088	10275	15056	66641	28316	32211	24598	10489	22236	8451	6351	13142	10302	14059	0	24512	24253	16100	43586	110731	19109	47799	18124	29018	24542	4853	10637	9743	45305	29514	30944	32891	14535	10104	18999	25111
ENSG00000166167	102711	80104	141338	59947	23104	14613	56103	105866	55689	62322	52151	118643	91503	51515	58190	82153	76356	73034	241558	77328	104599	151314	66529	77460	56221	83304	158457	75596	80171	0	121740	77443	61152	97799	287819	51920	116930	60614	62983	83391	12002	29947	24133	35055	23993	27870	26182	48973	27102	45324	37759
ENSG00000144724	51020	37861	43906	24645	3968	5653	26365	66177	10486	6387	6618	24987	15246	15021	15848	48244	13811	41920	80398	33451	35221	32292	13037	14671	21362	13459	25651	13247	27429	0	46628	29326	21823	111495	294626	49046	91796	39343	67072	151860	19421	30432	25538	59407	21003	17566	9437	140866	76478	63173	71506
ENSG00000183508	988	1443	760	456	227	456	988	1215	760	912	682	1520	912	1823	1596	2507	4480	1292	6305	2506	4100	1216	760	2150	3645	152	683	379	351	0	1062	756	1140	6862	14051	3035	7895	3642	5620	2743	228	684	532	344	1709	532	531	836	549	2407	2128
ENSG00000008086	27839	10208	20666	12970	2569	1940	4987	11862	4223	873	3075	20425	8455	15076	3714	6699	13850	4110	48798	3489	6660	27146	9544	4770	1016	7037	20283	1764	31985	0	53376	3964	2856	48740	146279	20664	29351	11683	22750	113308	16807	14352	15566	31909	49295	5522	3307	73796	42266	54652	68545
ENSG00000203667	35118	26519	33923	10610	19678	1896	55789	63231	10140	23930	15047	35686	26489	24635	32860	40876	8469	31551	52857	70038	60541	57415	24423	74227	53816	4068	10545	9397	4173	0	4115	13373	8443	13110	29755	4380	13558	4720	13774	9641	2462	1703	2088	18130	11144	13541	13782	5779	4658	4624	7744
ENSG00000134809	25720	12323	25476	19646	13321	3968	18598	26581	12687	19888	12171	14369	16565	12373	8831	16228	25628	23235	36654	15050	20961	27229	11025	8538	7319	12677	27719	5839	5743	0	16912	7679	7202	17276	49693	9142	16126	8622	12852	32858	16614	13088	16144	167212	150645	72294	92561	25289	10488	10053	17767
ENSG00000103642	6630	3430	4836	2120	3284	379	6830	4716	1430	1852	1365	2167	1859	3558	3396	5686	4699	5484	6977	5980	5889	7309	2578	5554	2776	1332	5719	2706	2416	0	2995	3006	3027	13868	40813	6361	13571	5062	7473	14050	2971	4872	3032	33352	20890	43402	34225	8038	4940	13695	13549
ENSG00000163683	19195	10554	18386	13418	8788	1733	9340	26029	2279	5521	5097	9653	5235	6867	4638	9880	1975	4010	15930	6353	7210	3663	3033	1413	1543	3414	5588	3908	3361	0	4874	6334	4870	123715	318019	64515	140243	51794	110291	19002	1727	8439	7550	14818	7797	17580	11692	8112	5199	5620	8189
ENSG00000025800	83500	75836	111158	48127	42526	9287	92120	171731	10206	3854	5963	19944	13969	18049	25975	42702	15598	11578	47749	20657	39705	22864	10042	17707	8859	6305	17394	14200	31583	0	51467	47458	38544	124152	349672	73054	119435	65243	91173	43651	7440	28853	29726	22379	19006	27624	28766	36715	28960	34718	43940
ENSG00000116786	239645	219841	224715	302857	107520	62186	331499	430423	396953	301743	227064	258914	285920	186809	164227	296181	418067	325526	390469	202421	252294	357483	381940	228425	101145	242835	332304	180781	171057	0	238544	110469	156958	121211	370115	51035	196465	94907	83774	126157	43337	77730	80880	143725	89434	99975	99944	140603	74680	124010	159474
ENSG00000125037	50177	37789	54398	26025	18300	3465	44364	54962	19926	21723	21955	32301	32074	23044	19258	27649	34679	26381	64064	20525	28106	19184	11941	10040	5943	21225	42409	25884	11128	0	16020	9491	10786	63932	173352	34077	68788	28483	50783	94896	21244	41258	47559	265835	60308	136725	69027	25823	17784	22172	26981
ENSG00000124743	379	380	380	76	380	152	0	152	228	151	152	380	684	988	0	1062	76	456	1064	380	226	304	152	0	0	276	76	0	0	0	151	76	75	76	380	0	152	76	76	912	140	228	152	75	0	0	0	304	152	152	0
ENSG00000148943	16006	20192	19567	3255	3555	1212	39752	63537	5002	13354	10172	24998	17171	12570	42807	42349	9622	15895	52146	66618	65817	26798	8573	53445	24939	10664	24964	58020	8827	0	10132	33782	16796	84259	192608	39116	91305	31081	91263	17476	2521	6775	5745	25961	13924	35911	22577	39407	31190	66860	86200
ENSG00000188596	302	228	151	0	0	0	0	151	302	109	0	76	152	76	0	151	76	374	328	150	227	831	76	40	68	76	227	0	152	0	76	228	177	1199	4096	1912	526	227	489	4219	1468	895	758	2662	2545	499	380	454	956	844	1165
ENSG00000110429	36307	31239	45452	15674	7643	2556	25452	62031	12577	19741	16044	40642	32762	18391	30013	52998	17335	27019	91005	54947	61515	57903	20278	41300	28328	15692	37115	26324	24720	0	36373	40908	25158	90889	232312	46314	167472	58160	132114	55278	15538	50107	54914	23882	7679	14905	14544	13263	7925	14059	8958
ENSG00000009790	483	1137	871	306	2479	0	914	1513	1356	225	942	795	703	932	707	2528	3405	2284	3010	1333	1625	940	1243	485	224	125	439	538	1134	0	886	1888	1732	1313	3132	613	815	540	713	903	109	156	247	131	101	76	0	1266	761	1021	1928
ENSG00000124882	76	76	75	0	0	0	76	0	121	0	0	222	0	76	0	0	0	0	76	0	0	151	0	0	0	83	40	0	0	0	216	75	0	0	0	0	0	0	0	452	0	0	0	0	150	0	0	110	228	0	75
ENSG00000145041	36201	24805	35669	18132	16100	4302	94465	87074	20303	14479	11934	33102	22596	29043	43778	76295	21277	23753	52692	50188	68319	44055	22095	43439	18809	15312	42417	32219	20128	0	24653	35563	25776	46640	132965	26389	78605	32938	64154	87404	13667	59134	41206	57009	33200	81661	52322	37873	23749	42891	49965
ENSG00000131669	23229	26054	18239	26486	31555	12112	19982	51119	27828	20565	22357	20437	27915	14968	8859	31995	49489	35987	37462	18354	17225	42360	55199	22978	19895	4575	9078	4568	10115	0	21726	8749	26310	16459	36557	10388	18375	12260	10362	28886	4897	14423	10405	2044	226	3034	1216	2976	2672	3032	3343
ENSG00000184060	3009	3343	3813	1113	3134	832	1130	1472	1230	1658	2566	1454	3116	4186	1665	6906	3465	3010	4471	2814	2831	1827	850	485	467	0	918	1242	956	0	1707	3367	3371	6608	15183	4521	5177	3288	7660	10048	1707	1588	1585	6436	5020	2969	3523	907	1384	1192	972
ENSG00000114744	18066	11435	17667	4578	6367	455	13677	26796	2384	2899	3245	6585	6119	4625	8353	11923	6959	7420	16675	6629	10286	10819	3411	5844	3248	10239	16572	18843	4985	0	7975	5748	4458	7287	24896	4760	5988	5214	7097	11495	3447	6530	6378	63083	54967	36839	39339	14804	7219	10415	15507
ENSG00000080823	9646	10841	12559	5752	2551	1918	14978	14710	5175	4624	3953	5692	5660	2937	2820	3592	4997	6301	7477	2735	3156	8600	6502	3195	4332	4589	8149	2570	755	0	764	495	815	12019	29760	7916	7584	4185	7710	6428	1212	1252	1570	4720	2073	1713	1398	1572	1286	749	896
ENSG00000142871	18603	10474	9078	16628	5950	3858	6548	10715	6155	8005	5331	4094	28084	8790	4277	1713	42636	30466	19052	11051	3295	17396	10320	1386	3829	5748	7529	3386	2046	0	1972	1031	1263	7153	30626	3916	2461	2581	2276	786	2469	75	905	9091	1729	1747	2502	1064	2799	1408	3408
ENSG00000117036	27858	13199	24282	11011	10318	2501	32007	39079	4306	2046	2423	4466	4085	7585	11945	20386	14741	4385	11427	7650	15169	14455	5987	14179	4681	3451	12602	3725	7136	0	9119	5471	6703	38415	109268	20706	67866	24139	42693	18268	4283	6199	6391	1212	756	2043	1589	28588	18071	17195	24959
ENSG00000138750	13461	7225	13098	4354	7256	528	7105	18858	4147	6326	5795	12520	9643	5805	10067	27148	8104	14595	26284	26751	26669	12801	7575	16282	17815	3124	6389	10130	9286	0	6569	20512	9554	7640	26375	6429	12935	4749	9931	30827	6201	13085	14339	16338	11849	16213	14324	9855	8108	11789	13336
ENSG00000157426	6615	7394	8332	2745	3999	475	10591	15869	4212	5519	4624	10821	7760	4032	11974	13436	4049	10460	32486	21088	35017	17658	7175	16338	14181	4883	11299	22071	5040	0	6025	12934	7443	13654	41563	5589	15143	6233	11608	22516	3589	6829	8095	12424	6308	21510	10934	9067	7212	11551	11318
ENSG00000132437	0	0	76	0	0	0	302	455	75	44	75	0	76	74	75	0	68	282	0	302	152	0	0	0	0	0	0	152	0	0	0	271	208	9553	16957	5289	36135	13864	3161	2	0	0	0	13603	0	0	106	606	394	0	152
ENSG00000035687	47599	20368	39586	13130	17198	3021	6521	31299	4232	8970	9268	16328	13559	12375	8891	19022	11443	11370	41249	12334	14134	24508	9924	11938	11061	7226	21200	8287	16158	0	22552	19138	14164	81862	193877	33832	93980	27621	51338	33780	8057	10894	12459	59301	36266	39628	37888	37339	22205	27642	32364
ENSG00000179776	13890	20983	12548	15267	6661	3366	14135	29211	21245	21516	9742	10968	12986	5645	5875	8650	50696	71008	21514	21838	10396	22631	17302	7949	15467	7331	19604	9519	10506	0	11759	6809	11722	23808	46767	8398	33720	15418	15023	22611	2637	7295	5005	6825	3588	5281	4809	19365	12829	21033	25404
ENSG00000175895	4555	3871	3875	1215	1925	303	4559	3542	988	1747	1897	3113	2506	1899	834	2809	1969	3875	6077	2126	2656	1672	1292	1900	1442	836	1499	1215	2431	0	4169	3721	2505	8203	18065	4861	5380	2812	4481	7889	1278	2927	2622	6234	3885	6219	3622	4417	3036	17199	20478
ENSG00000135525	154927	51219	55940	55552	165947	7735	160516	103727	27346	50037	41774	57334	53190	83071	85113	159445	24826	43992	85076	105013	149163	108151	49539	150273	54481	38261	64901	53136	34351	0	35955	34783	36489	54609	171583	28098	142769	22907	61282	96420	25035	32618	29128	18425	3554	7252	5336	128664	62800	301219	265674
ENSG00000154124	12732	10769	9783	5082	8390	1593	33470	24258	2509	1062	1772	3520	1857	1386	5029	7886	2979	2360	5946	5472	8673	13056	7309	24332	12536	1073	2473	2969	3164	0	6075	4940	4582	13209	36189	9375	13227	9283	13589	17067	4335	10026	8473	10338	3967	6686	6848	1264	427	228	360
ENSG00000115841	1813	3090	3008	453	603	73	1058	1829	363	510	822	2782	1532	829	1357	979	748	1921	7793	2108	2950	1275	380	700	1446	299	2073	1082	1950	0	1279	2193	2546	4894	12204	2641	5940	2519	4684	1161	253	150	94	18223	10986	14929	6774	3720	1759	5237	5455
ENSG00000138231	8268	4148	6346	2195	4343	758	6168	10668	1671	3541	2578	4017	3337	4955	3847	13360	2580	6275	11508	12738	12725	3744	1451	5043	4140	1700	3882	5460	2576	0	3459	5389	4569	11349	31944	7138	16758	5373	18279	10861	2004	5499	4097	30499	13100	27846	16895	31678	19644	42905	53012
ENSG00000139832	911	1769	1139	380	1596	228	1747	1822	1819	986	799	607	608	652	151	910	15559	5540	1367	1670	303	3112	5319	1368	835	380	2011	641	1329	0	1894	986	834	684	1214	759	969	304	1420	890	264	2198	2424	2187	3279	2397	2311	1430	1316	2771	3449
ENSG00000184956	10573	7914	3053	9958	2647	4671	106318	69144	8634	33854	10313	10523	16237	4806	25198	28258	12812	8584	3565	42924	59403	20211	7750	71972	49355	26716	53936	36519	2408	0	1563	5566	7107	6175	51020	4022	68678	15096	34910	298	76	152	0	0	146	0	0	183	0	12	29
ENSG00000124145	48092	35349	44977	10995	41420	8717	23118	27289	80163	35094	63731	65280	56124	82941	18355	99934	10148	70336	78201	45830	44807	87873	54387	45267	91101	4022	46896	11325	14055	0	26569	16970	15631	65430	162053	33270	140754	58082	88252	35731	8013	9847	9173	74060	50673	50939	52434	10314	6996	6741	14102
ENSG00000165650	59584	27405	43933	26824	22715	3260	63771	64407	10578	8762	10418	25932	15426	20986	26046	50417	17748	22895	61215	20517	36800	33280	18107	17222	9053	6429	14871	11175	19296	0	27759	23685	17162	75535	179891	28713	81159	25346	49208	90298	16042	23633	22694	91760	39765	56854	33209	26085	12670	24542	32448
ENSG00000005206	35768	26272	18372	32079	43729	11797	63540	144750	18784	11966	13118	14210	14558	18875	22199	49844	12070	11113	13218	26502	40455	43121	59710	72292	45825	18787	28128	26206	19394	0	24239	32171	40914	45582	133775	27398	75826	43989	68406	43669	7445	31109	25089	13615	4563	21110	13038	16742	12411	18818	22109
ENSG00000164168	26177	15942	21866	11361	11830	2503	27891	28666	3662	4092	4857	12463	6747	3299	5105	6980	4705	6504	28308	8753	11438	23447	12112	13634	8429	3423	7891	4572	11109	0	15196	16336	12259	72749	166700	28945	73481	37606	45332	95132	18555	38350	37567	46494	25366	40024	34660	49508	33470	38593	51648
ENSG00000163380	912	532	683	228	152	0	456	302	152	0	0	304	76	0	0	76	0	76	152	76	0	228	76	76	0	76	76	76	76	0	155	76	228	75	304	0	228	0	152	101	548	161	379	58	76	76	76	76	0	0	76
ENSG00000161013	54576	31065	45022	40258	30220	13332	107211	166460	50567	44162	44810	48425	46414	32211	69722	68719	83554	86753	75488	125458	129748	48799	34911	95736	57640	25521	37686	39485	26995	0	60771	41455	55554	49508	149002	25081	51201	23798	39094	76669	22753	31721	36215	23078	18605	26055	32263	55587	24996	36920	39863
ENSG00000112701	51080	34467	50068	13332	22201	2348	42332	61782	11323	22043	19934	38367	30259	23538	33516	58243	19083	40798	103241	66578	73326	44866	18434	40895	41587	10362	19321	24247	18618	0	19674	38447	20749	76845	174574	36663	94656	28122	88621	117169	21249	21843	22794	54728	29331	43979	27992	95907	58399	87737	101808
ENSG00000186666	4218	2866	4783	1613	3266	228	3106	6009	1508	2187	1703	1963	2813	3495	3323	9411	1700	2332	5288	5429	7526	4849	1718	4629	3006	3336	12677	16826	5068	0	8825	9582	9999	3081	10614	3055	5918	3641	6778	7457	1895	7488	9392	868	1061	803	345	1753	1126	677	2288
ENSG00000100532	8329	6927	12258	3668	5233	529	13717	16098	2806	6681	5496	10455	6667	6859	6340	17944	5870	7865	21157	14811	10466	8930	4360	8588	7223	2221	5981	4460	3313	0	8047	9123	5525	19122	41372	7680	39657	14204	29860	25932	6103	9755	9908	3326	2190	1607	3177	6901	5382	7575	8458
ENSG00000172339	4966	3390	3945	2214	3982	378	1458	5940	1299	2214	2262	2457	2543	2004	772	5741	1895	3196	4389	2043	2142	4312	2121	1061	908	3706	5436	2194	2345	0	2459	1589	1154	7917	18658	3230	6292	6565	4482	862	290	199	302	0	0	0	0	2308	1134	1613	1688
ENSG00000033867	4619	9182	7285	959	894	152	1962	6959	2746	3202	3637	10359	8160	7606	9271	17843	3626	5113	21690	12303	12475	12094	4748	8816	9098	4665	7015	4971	3649	0	3904	4017	2321	32550	71992	18616	23187	9949	21877	48662	7132	15863	12814	7234	2126	7085	4819	15662	10675	9952	13754
ENSG00000101463	63312	31396	46959	44699	72825	9323	65553	155804	46064	42959	41167	53057	60038	28301	69720	83269	60881	44083	68300	58204	86165	72116	48405	62703	19555	10401	25549	7795	29313	0	54412	60709	71910	41507	110953	19865	81439	37137	61689	18364	4028	13189	12448	5883	13315	9401	5932	20734	12101	39712	32214
ENSG00000057657	2100	2205	1772	682	1276	152	6904	6633	1516	1291	1544	2209	1927	3325	4260	8886	2566	5435	4045	4934	5538	4138	1537	2015	987	456	2951	185	3644	0	2293	152	532	2657	5470	988	532	304	455	168	76	76	304	1137	986	380	456	608	531	1669	1389
ENSG00000168743	7173	5702	4619	3322	1517	1056	1135	1211	532	659	339	1805	1015	391	75	391	152	1123	5462	1151	1077	5524	1746	2657	3663	12881	17852	1367	7035	0	9615	1840	1125	28714	74165	12722	16989	8179	9456	22073	2907	3472	1419	6050	9099	2861	2264	3053	2596	1995	2195
ENSG00000213949	5329	13615	4545	2419	1822	529	3936	6581	1499	2410	1007	2945	2288	2765	1281	3311	2900	12527	15231	4645	2932	6677	1921	623	2636	1062	5581	2038	9332	0	11611	10339	9856	6129	12539	1508	9039	2801	3555	19603	1429	2550	1245	1515	378	1361	453	4328	3110	3245	5278
ENSG00000141429	28111	18670	31297	6629	7019	1280	14658	25444	6431	12039	14428	25522	23221	15429	18285	28854	11888	28762	63694	29067	31038	31004	10801	23042	16372	7003	13683	9316	12919	0	16279	22239	16267	43520	90881	21982	49057	26404	44340	36513	11006	22879	22635	66948	30071	234429	192880	56107	41689	73195	95979
ENSG00000180190	13865	15719	21034	6215	5678	1213	16118	26118	5204	5368	4466	6842	8313	3734	7279	10470	4542	9407	12968	9458	12346	4923	4331	4833	4265	10885	24059	15966	4925	0	9890	17772	13292	20058	56795	9035	19720	10856	11217	7737	3863	1484	1146	10190	10667	5154	3025	4856	4978	1274	2049
ENSG00000197712	8347	8006	4658	5027	13133	1212	9757	12543	526	451	455	606	676	892	835	1514	395	1656	2041	266	832	3086	929	3483	3318	226	1056	378	969	0	1128	828	661	5178	13353	2194	7216	2946	3823	6831	2832	1176	1156	602	724	1502	1707	1207	1179	1700	2271
ENSG00000123243	27596	18827	26787	30732	9136	4392	15601	39369	5295	15790	7648	10585	9229	7045	6747	5824	5186	28431	35589	11284	13357	77799	37680	21183	34411	20222	27460	12350	33955	0	31107	17804	16394	59426	123027	33514	103175	36125	58780	15924	1743	4668	3749	161415	71259	47332	41689	26662	14186	18307	26356
ENSG00000168710	372154	406649	339677	120774	106081	51876	435476	454925	169356	119212	125852	171949	148583	315207	128377	475070	116636	543573	636468	408785	413695	598530	270454	328742	290740	22441	177491	45864	154079	0	191012	197057	139906	478267	1173770	242195	722309	404327	508985	287988	60358	192769	181072	94975	75535	177194	181839	264397	183809	514141	841923
ENSG00000164675	833	600	152	152	76	0	1095	685	75	151	0	303	151	228	152	455	76	75	674	453	456	226	76	228	151	166	396	0	1059	0	1292	456	208	2346	6358	1208	2795	1388	2807	1153	227	145	152	1285	757	152	352	5553	4809	5001	7989
ENSG00000128805	24267	6717	9234	15685	62547	3113	12776	39135	8640	10146	20642	6057	12307	9698	2243	5399	11383	16835	13695	3376	3704	9177	11249	3255	3860	3759	3439	2199	11440	0	9987	1557	3968	7686	23342	4107	6465	3323	3142	33049	13513	17069	13269	2238	2649	598	454	8610	7283	3895	4066
ENSG00000132361	130719	81471	77832	93719	47859	36939	236096	328126	96635	72008	62184	73147	77378	88437	110585	195468	132306	104359	105319	128326	169816	160467	130871	179255	63522	65045	121441	85373	61104	0	90196	45818	62006	141974	414855	86168	202413	128740	122988	171811	48572	103401	117795	56370	63752	62572	43827	65209	39763	59357	64109
ENSG00000171503	16615	14615	16309	4735	6136	794	11469	15522	3098	5857	3068	5131	4525	4320	6075	12296	4684	17423	23195	17008	13319	14380	10114	10570	11544	6894	17559	15377	9565	0	10259	12521	10285	24137	64624	15103	39271	15848	29510	34879	6790	11672	7930	30725	14881	22853	13709	28760	17586	22566	27240
ENSG00000144460	5331	2093	4193	4472	76	1670	9210	13483	3032	758	1251	5558	2949	3621	6577	4016	5459	1271	8055	3463	6105	9504	3305	4234	532	3111	4621	2647	941	0	1429	901	826	45233	126869	17838	24333	11290	16987	16346	1898	12413	6554	6906	7735	20173	14078	22473	12570	28461	29413
ENSG00000134317	4901	4915	6809	1670	131	580	1311	4416	1993	4171	1811	5207	3448	2093	3030	4377	4288	3114	8875	2511	4556	2121	1289	1137	983	4027	6729	2930	1978	0	1967	8733	8955	13634	45595	6343	4929	1730	3098	774	0	378	82	1101	726	1422	961	614	303	3273	5358
ENSG00000155903	6860	5695	11134	2044	2098	75	4208	8395	1651	1649	1888	6483	5778	2134	10231	10220	3605	2824	16278	11646	15009	5131	1815	3247	2404	2139	4805	5806	5798	0	5744	10064	6415	42723	112905	16049	28103	14139	21552	17356	3165	6810	2995	1053	374	1579	1284	12617	8108	18617	28701
ENSG00000008282	32592	15906	17122	14593	33441	2383	8024	19252	4746	14442	13208	14422	19802	6515	4720	9473	6021	13244	31655	13360	11285	4840	4760	2644	4492	3779	11445	12475	7136	0	9694	11849	9070	41392	98863	15920	46005	28266	21503	15166	4611	6645	6525	66319	25455	34602	26879	342	0	164	179
ENSG00000181192	21540	18980	15593	10607	18846	2801	12309	30984	5447	4777	3241	6025	5141	4516	10711	12733	2977	20075	15928	24546	26180	9538	5617	10690	6864	379	3440	3298	1803	0	2426	4983	3375	11039	31519	7945	11088	5052	6990	19418	2521	12085	10767	23670	18524	15488	17837	5783	3287	9973	8679
ENSG00000071243	7936	5812	8461	2172	2260	151	13020	25757	2045	3256	2866	5634	4995	6779	6876	16475	2497	5074	14454	13777	18234	4335	2078	6384	3248	2479	5665	10927	4099	0	4915	11537	7145	17742	36518	8351	24111	7732	20770	10050	2131	3534	4888	11560	6560	11562	10585	15098	9084	13782	16311
ENSG00000102024	69180	39279	72763	30887	38676	3772	12136	25087	8855	10602	10847	16582	16823	11886	4371	12686	14046	24281	55855	11724	10919	69105	25462	15953	20522	41151	83428	12765	18674	0	28834	16164	15457	167553	408316	72428	146180	55327	90363	38844	8194	9018	7911	35611	23687	18632	20240	27910	21383	104568	126165
ENSG00000137672	1821	1060	3500	757	0	152	380	1742	228	513	633	607	1364	877	375	2274	684	1045	3488	428	607	4308	1293	760	1820	1470	3528	0	291	0	682	605	227	8139	29130	4423	1437	653	1136	5075	986	530	682	3106	7033	531	674	2390	1479	1061	905
ENSG00000168389	23529	13819	11118	13120	9359	3934	8563	26027	14858	23294	13900	18811	20990	11092	8420	14699	20742	91180	19698	28180	9864	45093	23729	15499	36432	13275	27207	8809	9282	0	15903	4832	5689	29306	57295	14365	32862	13621	14535	50608	18346	16319	26343	22499	14335	13117	17147	10854	7392	27966	30571
ENSG00000176915	58101	34185	48901	30014	28085	8440	90163	96476	12915	12411	11358	19742	13498	24942	26413	61638	25476	16861	35767	31772	37774	51531	24765	49064	28444	27109	51677	44119	33282	0	51241	37410	38163	49966	125054	28736	47133	22326	43491	24752	4423	8196	8259	24331	17239	15785	11094	21899	14816	28332	32121
ENSG00000119899	14219	11397	19142	5298	9716	1005	8493	17303	7029	7665	8717	12475	12083	14109	6774	14004	10719	8903	30295	11037	12182	6195	3400	4294	5022	2224	6513	3837	23189	0	32016	26648	20936	17772	53837	14307	23001	8516	15011	7430	528	2516	2514	6392	2038	3754	3157	6500	4954	8986	10533
ENSG00000168438	28244	18386	34634	9667	4694	1283	10989	16735	5887	6954	7359	24887	10028	13088	8041	15009	8430	6084	52198	7086	15511	44961	14278	14053	8927	7916	19397	3408	16263	0	25254	11718	8950	35724	114069	25411	45628	17037	36765	34014	7327	11960	12806	94423	78921	70782	50423	36731	27805	21417	25160
ENSG00000126883	55876	37975	42343	32485	50585	7345	65747	127385	26345	20395	23574	35356	26249	28487	33378	96113	30792	33546	47819	49020	58953	37415	30036	53374	26303	25374	53927	43993	39826	0	44855	52031	50720	51034	162486	30315	91497	33383	56303	70117	17614	47394	41107	44625	32617	56673	49364	0	0	0	0
ENSG00000164975	47844	35856	39532	16772	14837	3016	50085	61355	6809	9877	7502	15923	12967	13084	25887	25047	8615	11881	40600	32023	45715	22020	7918	20819	7839	7919	24347	10327	6772	0	10966	10470	7106	14087	37304	7836	14828	5876	16612	23698	4268	7959	8944	28690	7661	19133	7240	4829	3269	4029	4769
ENSG00000146950	53042	29027	52340	30153	5278	4684	5200	29599	11302	4304	5434	14336	8040	5758	5566	10287	6812	6649	17624	2947	2398	38341	24131	36805	7630	30949	62201	17967	22985	0	21339	32548	46373	125973	330507	57913	69792	39720	24740	157758	32985	48385	46246	74442	38213	50216	42700	43555	27626	25087	27803
ENSG00000198898	49117	34380	81210	14738	6520	2716	24680	48460	14648	30943	34331	62179	52064	27044	27568	38218	37754	37078	188115	50814	58087	53494	18389	26505	18731	19314	47826	21133	37658	0	57523	58508	37367	190290	470046	86363	106674	54217	101789	124390	24630	20941	25446	54395	29047	30866	27091	82424	55282	55487	62164
ENSG00000131620	2722	1703	2567	2472	683	453	1788	11303	2564	1213	912	1886	2125	2737	5129	9955	815	3287	3109	1655	3845	5170	2254	1758	773	1725	3204	2411	2775	0	2141	3657	3463	6080	16019	2387	7755	2163	2874	3295	1136	2147	3597	12064	1430	3043	1427	1939	1528	454	893
ENSG00000164070	28067	19745	29354	7489	1208	607	50281	41766	7356	4794	6091	27686	15224	12010	23200	25826	3403	5426	57636	10332	32238	34379	12307	13303	6359	7269	20359	15126	14861	0	17771	22940	13638	135289	310575	72135	242094	97027	197983	196764	37737	51780	47498	169298	70914	123655	92506	160403	93563	157469	198422
ENSG00000030304	238	151	152	833	308	0	0	0	0	0	76	92	218	0	151	76	0	107	75	76	0	76	225	0	76	0	236	363	377	0	431	304	76	1401	3733	693	835	228	379	757	76	2325	2004	0	0	0	0	0	0	76	0
ENSG00000114541	46036	13799	16361	21305	69745	2342	2496	8730	2351	9904	10289	6236	12613	6668	3256	8221	1973	10357	14878	5748	8556	16889	11408	4414	8120	2348	2928	3789	5756	0	5130	4402	4004	25662	65354	9094	24872	8421	10517	33382	6808	10733	8290	12911	2572	3006	1813	4317	2157	5411	4960
ENSG00000102984	29168	16277	18603	16700	10554	2232	115790	76047	16924	18928	14987	22620	18808	21683	34609	89508	18514	17307	24323	57251	50728	37017	24158	52563	24736	14589	21931	17653	18002	0	20466	14861	18123	26638	85977	16777	28213	9127	24753	56442	19814	35406	40750	50352	42887	56544	36549	43458	23797	30702	36998
ENSG00000106927	0	76	0	0	0	76	94	345	283	76	0	984	135	527	146	1371	191	75	26	303	133	177	82	239	5960	0	0	527	75	0	0	1344	0	187	0	0	1431	0	0	75	0	303	66	75	74	0	0	20	0	0	0
ENSG00000101577	85213	72065	105918	43239	21766	9195	45359	168568	44924	32690	37878	71963	55901	55325	67513	117926	55929	58976	137412	76541	88616	111276	54960	76622	42106	11034	26137	13795	53862	0	83405	68067	64091	114461	291915	67109	94397	48341	69846	55434	7071	31582	20318	24007	24947	32654	36898	55574	37613	26087	30134
ENSG00000169372	4635	3779	6660	2716	3927	681	5526	11036	2099	3037	2199	2354	2574	2203	1213	5911	1966	3304	5343	3111	3645	6447	1821	6284	2879	1646	2552	1385	3104	0	4401	5247	3632	4021	9394	1170	5958	1637	3309	10055	2096	4590	5228	1855	1602	1199	1518	5423	4076	3920	6170
